,Community Area,Community Area Name,Year,Female 15-44,Incidence Rate Lower CI,Incidence Rate Upper CI
793,53,West Pullman,2013,292.0,4079.4,5136.4
794,53,West Pullman,2014,356.0,5034.2,6201.4
795,54,Riverdale,2000,108.0,3419.1,5008.5
796,54,Riverdale,2001,91.0,2950.8,4499.7
797,54,Riverdale,2002,77.0,2528.8,4004.8
798,54,Riverdale,2003,123.0,4357.3,6227.9
799,54,Riverdale,2004,96.0,3465.3,5224.3
800,54,Riverdale,2005,117.0,4427.0,6386.4
801,54,Riverdale,2006,105.0,4074.7,6002.1
802,54,Riverdale,2007,98.0,3970.1,5959.6
803,54,Riverdale,2008,67.0,2697.4,4420.1
804,54,Riverdale,2009,72.0,3053.4,4914.4
805,54,Riverdale,2010,57.0,2446.0,4184.2
806,54,Riverdale,2011,78.0,3493.3,5515.5
807,54,Riverdale,2012,137.0,6462.2,9061.8
808,54,Riverdale,2013,122.0,5685.6,8138.8
809,54,Riverdale,2014,112.0,5170.4,7520.8
810,55,Hegewisch,2000,11.0,285.1,1021.9
811,55,Hegewisch,2001,15.0,439.8,1296.1
812,55,Hegewisch,2002,16.0,483.4,1373.4
813,55,Hegewisch,2003,15.0,447.5,1318.8
814,55,Hegewisch,2004,18.0,573.9,1530.3
815,55,Hegewisch,2005,14.0,415.5,1275.2
816,55,Hegewisch,2006,6.0,120.7,715.7
817,55,Hegewisch,2007,12.0,342.9,1159.4
818,55,Hegewisch,2008,9.0,229.6,953.3
819,55,Hegewisch,2009,18.0,601.0,1602.7
820,55,Hegewisch,2010,9.0,234.1,971.7
821,55,Hegewisch,2011,23.0,829.3,1963.1
822,55,Hegewisch,2012,25.0,920.3,2099.3
823,55,Hegewisch,2013,25.0,920.3,2099.3
824,55,Hegewisch,2014,25.0,920.3,2099.3
825,56,Garfield Ridge,2000,51.0,526.7,930.1
826,56,Garfield Ridge,2001,48.0,494.7,889.5
827,56,Garfield Ridge,2002,67.0,731.4,1198.5
828,56,Garfield Ridge,2003,77.0,862.4,1365.8
829,56,Garfield Ridge,2004,58.0,629.9,1072.3
830,56,Garfield Ridge,2005,83.0,952.8,1483.0
831,56,Garfield Ridge,2006,86.0,999.4,1543.1
832,56,Garfield Ridge,2007,83.0,968.1,1506.7
833,56,Garfield Ridge,2008,107.0,1280.1,1878.5
834,56,Garfield Ridge,2009,95.0,1143.8,1728.2
835,56,Garfield Ridge,2010,64.0,739.4,1226.0
836,56,Garfield Ridge,2011,69.0,805.4,1310.0
837,56,Garfield Ridge,2012,73.0,858.4,1376.9
838,56,Garfield Ridge,2013,71.0,831.9,1343.5
839,56,Garfield Ridge,2014,101.0,1219.7,1810.7
840,57,Archer Heights,2000,13.0,254.3,816.7
841,57,Archer Heights,2001,9.0,149.4,620.4
842,57,Archer Heights,2002,18.0,382.9,1021.1
843,57,Archer Heights,2003,22.0,489.1,1181.5
844,57,Archer Heights,2004,30.0,710.0,1502.2
845,57,Archer Heights,2005,31.0,730.6,1526.3
846,57,Archer Heights,2006,22.0,473.0,1142.6
847,57,Archer Heights,2007,31.0,714.7,1493.1
848,57,Archer Heights,2008,36.0,846.1,1672.5
849,57,Archer Heights,2009,44.0,1061.4,1961.1
850,57,Archer Heights,2010,32.0,719.0,1484.0
851,57,Archer Heights,2011,54.0,1332.7,2314.7
852,57,Archer Heights,2012,67.0,1705.8,2795.3
853,57,Archer Heights,2013,47.0,1134.5,2053.2
854,57,Archer Heights,2014,64.0,1619.2,2684.9
855,58,Brighton Park,2000,79.0,609.7,959.8
856,58,Brighton Park,2001,102.0,801.1,1186.9
857,58,Brighton Park,2002,89.0,696.3,1066.9
858,58,Brighton Park,2003,155.0,1271.9,1747.1
859,58,Brighton Park,2004,101.0,791.6,1175.2
860,58,Brighton Park,2005,119.0,950.2,1366.4
861,58,Brighton Park,2006,151.0,1234.9,1703.7
862,58,Brighton Park,2007,145.0,1180.9,1640.1
863,58,Brighton Park,2008,159.0,1305.9,1786.5
864,58,Brighton Park,2009,159.0,1305.5,1786.1
865,58,Brighton Park,2010,150.0,1224.6,1691.2
866,58,Brighton Park,2011,192.0,1602.1,2130.1
867,58,Brighton Park,2012,164.0,1350.0,1837.8
868,58,Brighton Park,2013,174.0,1439.8,1942.4
869,58,Brighton Park,2014,203.0,1701.6,2244.4
870,59,McKinley Park,2000,27.0,489.2,1080.2
871,59,McKinley Park,2001,36.0,695.2,1374.2
872,59,McKinley Park,2002,33.0,628.1,1281.3
873,59,McKinley Park,2003,33.0,629.9,1285.1
874,59,McKinley Park,2004,40.0,794.6,1514.6
875,59,McKinley Park,2005,46.0,939.2,1711.1
876,59,McKinley Park,2006,47.0,965.7,1747.7
877,59,McKinley Park,2007,40.0,801.4,1527.4
878,59,McKinley Park,2008,40.0,803.9,1532.2
879,59,McKinley Park,2009,53.0,1119.9,1955.6
880,59,McKinley Park,2010,47.0,976.9,1768.1
881,59,McKinley Park,2011,58.0,1245.8,2121.0
882,59,McKinley Park,2012,72.0,1593.7,2565.0
883,59,McKinley Park,2013,54.0,1147.6,1993.2
884,59,McKinley Park,2014,65.0,1419.1,2343.7
885,60,Bridgeport,2000,43.0,402.4,749.1
886,60,Bridgeport,2001,48.0,460.8,828.5
887,60,Bridgeport,2002,36.0,330.4,653.2
888,60,Bridgeport,2003,43.0,410.6,764.3
889,60,Bridgeport,2004,60.0,608.3,1026.0
890,60,Bridgeport,2005,59.0,600.9,1018.1
891,60,Bridgeport,2006,59.0,605.0,1025.2
892,60,Bridgeport,2007,70.0,740.2,1199.6
893,60,Bridgeport,2008,61.0,637.4,1070.4
894,60,Bridgeport,2009,70.0,750.7,1216.7
895,60,Bridgeport,2010,53.0,550.1,960.6
896,60,Bridgeport,2011,65.0,695.1,1148.0
897,60,Bridgeport,2012,77.0,842.0,1333.4
898,60,Bridgeport,2013,77.0,842.0,1333.4
899,60,Bridgeport,2014,77.0,842.0,1333.4
900,61,New City,2000,293.0,2154.3,2711.5
901,61,New City,2001,342.0,2579.1,3190.7
902,61,New City,2002,373.0,2872.6,3521.6
903,61,New City,2003,396.0,3109.7,3789.3
904,61,New City,2004,380.0,3026.8,3703.6
905,61,New City,2005,363.0,2932.8,3605.4
906,61,New City,2006,352.0,2887.7,3561.5
907,61,New City,2007,326.0,2708.9,3368.7
908,61,New City,2008,362.0,3080.4,3788.0
909,61,New City,2009,401.0,3494.2,4252.4
910,61,New City,2010,355.0,3129.1,3855.7
911,61,New City,2011,380.0,3362.4,4114.2
912,61,New City,2012,365.0,3222.4,3959.2
913,61,New City,2013,359.0,3166.4,3897.0
914,61,New City,2014,392.0,3474.6,4238.2
915,62,West Elsdon,2000,12.0,176.8,597.8
916,62,West Elsdon,2001,19.0,320.8,832.0
917,62,West Elsdon,2002,21.0,358.6,885.5
918,62,West Elsdon,2003,31.0,571.6,1194.0
919,62,West Elsdon,2004,29.0,518.8,1112.5
920,62,West Elsdon,2005,31.0,553.8,1157.0
921,62,West Elsdon,2006,42.0,783.8,1470.0
922,62,West Elsdon,2007,47.0,880.8,1594.0
923,62,West Elsdon,2008,42.0,760.3,1426.1
924,62,West Elsdon,2009,53.0,982.7,1716.0
925,62,West Elsdon,2010,42.0,738.4,1385.0
926,62,West Elsdon,2011,65.0,1223.9,2021.2
927,62,West Elsdon,2012,59.0,1095.7,1856.7
928,62,West Elsdon,2013,70.0,1331.2,2157.6
929,62,West Elsdon,2014,63.0,1181.1,1966.5
930,63,Gage Park,2000,89.0,773.6,1185.4
931,63,Gage Park,2001,124.0,1104.8,1576.8
932,63,Gage Park,2002,118.0,1044.8,1504.8
933,63,Gage Park,2003,153.0,1389.7,1913.1
934,63,Gage Park,2004,134.0,1200.4,1689.8
935,63,Gage Park,2005,150.0,1357.4,1874.6
936,63,Gage Park,2006,153.0,1385.9,1907.9
937,63,Gage Park,2007,158.0,1434.2,1964.0
938,63,Gage Park,2008,167.0,1522.2,2066.4
939,63,Gage Park,2009,180.0,1649.9,2214.5
940,63,Gage Park,2010,163.0,1479.8,2016.6
941,63,Gage Park,2011,206.0,1907.7,2511.1
942,63,Gage Park,2012,211.0,1957.6,2568.4
943,63,Gage Park,2013,203.0,1877.7,2476.7
944,63,Gage Park,2014,217.0,2017.6,2637.0
945,64,Clearing,2000,11.0,117.8,422.3
946,64,Clearing,2001,20.0,260.4,658.4
947,64,Clearing,2002,24.0,325.7,756.3
948,64,Clearing,2003,17.0,208.4,572.7
949,64,Clearing,2004,20.0,255.4,645.9
950,64,Clearing,2005,27.0,369.8,816.4
951,64,Clearing,2006,33.0,469.1,957.1
952,64,Clearing,2007,30.0,415.5,879.1
953,64,Clearing,2008,43.0,634.8,1181.6
954,64,Clearing,2009,35.0,494.3,987.0
955,64,Clearing,2010,48.0,713.3,1282.6
956,64,Clearing,2011,54.0,817.6,1420.0
957,64,Clearing,2012,49.0,730.6,1305.5
958,64,Clearing,2013,48.0,713.3,1282.6
959,64,Clearing,2014,49.0,730.6,1305.5
960,65,West Lawn,2000,28.0,286.0,622.0
961,65,West Lawn,2001,53.0,600.9,1049.3
962,65,West Lawn,2002,48.0,527.6,948.8
963,65,West Lawn,2003,52.0,570.3,1001.4
964,65,West Lawn,2004,55.0,599.5,1035.8
965,65,West Lawn,2005,64.0,702.8,1165.4
966,65,West Lawn,2006,86.0,966.8,1492.7
967,65,West Lawn,2007,87.0,965.7,1487.2
968,65,West Lawn,2008,103.0,1135.7,1679.3
969,65,West Lawn,2009,95.0,1036.0,1565.3
970,65,West Lawn,2010,91.0,974.1,1485.5
971,65,West Lawn,2011,106.0,1141.1,1677.7
972,65,West Lawn,2012,113.0,1225.5,1779.5
973,65,West Lawn,2013,106.0,1141.1,1677.7
974,65,West Lawn,2014,134.0,1480.0,2083.4
975,66,Chicago Lawn,2000,377.0,2237.6,2740.0
976,66,Chicago Lawn,2001,434.0,2632.3,3179.1
977,66,Chicago Lawn,2002,442.0,2721.9,3281.5
978,66,Chicago Lawn,2003,467.0,2926.0,3509.6
979,66,Chicago Lawn,2004,465.0,2956.0,3547.0
980,66,Chicago Lawn,2005,465.0,3000.2,3600.2
981,66,Chicago Lawn,2006,522.0,3438.6,4084.0
982,66,Chicago Lawn,2007,503.0,3359.0,4002.4
983,66,Chicago Lawn,2008,493.0,3340.8,3987.8
984,66,Chicago Lawn,2009,501.0,3451.8,4114.4
985,66,Chicago Lawn,2010,573.0,4037.2,4757.2
986,66,Chicago Lawn,2011,573.0,4037.2,4757.2
987,66,Chicago Lawn,2012,645.0,4567.7,5331.7
988,66,Chicago Lawn,2013,519.0,3640.1,4325.5
989,66,Chicago Lawn,2014,593.0,4184.4,4917.0
990,67,West Englewood,2000,559.0,4988.9,5890.9
991,67,West Englewood,2001,643.0,5923.5,6915.9
992,67,West Englewood,2002,547.0,5136.9,6076.7
993,67,West Englewood,2003,673.0,6551.7,7622.7
994,67,West Englewood,2004,593.0,5903.7,6937.3
995,67,West Englewood,2005,583.0,5967.9,7022.3
996,67,West Englewood,2006,587.0,6190.6,7280.4
997,67,West Englewood,2007,627.0,6835.2,7996.2
998,67,West Englewood,2008,611.0,6864.6,8047.0
999,67,West Englewood,2009,621.0,7210.6,8441.6
1000,67,West Englewood,2010,629.0,7554.9,8835.9
1001,67,West Englewood,2011,680.0,8194.0,9525.8
1002,67,West Englewood,2012,703.0,8482.5,9836.7
1003,67,West Englewood,2013,596.0,7142.0,8389.0
1004,67,West Englewood,2014,592.0,7092.0,8334.8
1005,68,Englewood,2000,527.0,5189.0,6157.8
1006,68,Englewood,2001,618.0,6271.6,7345.2
1007,68,Englewood,2002,640.0,6660.1,7778.7
1008,68,Englewood,2003,635.0,6767.7,7909.3
1009,68,Englewood,2004,639.0,6983.2,8157.2
1010,68,Englewood,2005,612.0,6847.9,8026.3
1011,68,Englewood,2006,650.0,7485.4,8732.2
1012,68,Englewood,2007,598.0,7048.5,8276.9
1013,68,Englewood,2008,602.0,7296.0,8562.8
1014,68,Englewood,2009,594.0,7401.5,8696.1
1015,68,Englewood,2010,595.0,7633.8,8967.8
1016,68,Englewood,2011,603.0,7740.9,9083.9
1017,68,Englewood,2012,614.0,7888.3,9243.3
1018,68,Englewood,2013,542.0,6924.8,8198.0
1019,68,Englewood,2014,502.0,6390.7,7615.9
1020,69,Greater Grand Crossing,2000,393.0,4205.5,5128.3
1021,69,Greater Grand Crossing,2001,444.0,4852.4,5847.6
1022,69,Greater Grand Crossing,2002,436.0,4831.5,5832.5
1023,69,Greater Grand Crossing,2003,394.0,4408.9,5375.1
1024,69,Greater Grand Crossing,2004,482.0,5534.2,6619.2
1025,69,Greater Grand Crossing,2005,479.0,5583.9,6682.5
1026,69,Greater Grand Crossing,2006,511.0,6070.4,7223.0
1027,69,Greater Grand Crossing,2007,548.0,6636.5,7849.3
1028,69,Greater Grand Crossing,2008,530.0,6514.6,7727.0
1029,69,Greater Grand Crossing,2009,539.0,6740.8,7984.0
1030,69,Greater Grand Crossing,2010,490.0,6203.8,7409.2
1031,69,Greater Grand Crossing,2011,561.0,7147.8,8437.6
1032,69,Greater Grand Crossing,2012,546.0,6948.2,8220.6
1033,69,Greater Grand Crossing,2013,471.0,5951.7,7133.5
1034,69,Greater Grand Crossing,2014,516.0,6549.2,7786.2
1035,70,Ashburn,2000,106.0,958.3,1408.9
1036,70,Ashburn,2001,121.0,1113.6,1596.4
1037,70,Ashburn,2002,120.0,1106.6,1588.8
1038,70,Ashburn,2003,157.0,1491.8,2045.0
1039,70,Ashburn,2004,176.0,1694.5,2282.1
1040,70,Ashburn,2005,183.0,1773.0,2373.8
1041,70,Ashburn,2006,219.0,2159.3,2818.5
1042,70,Ashburn,2007,190.0,1857.8,2473.6
1043,70,Ashburn,2008,187.0,1831.5,2444.3
1044,70,Ashburn,2009,200.0,1975.5,2611.1
1045,70,Ashburn,2010,223.0,2228.1,2901.3
1046,70,Ashburn,2011,199.0,1970.7,2606.7
1047,70,Ashburn,2012,220.0,2195.9,2864.5
1048,70,Ashburn,2013,200.0,1981.4,2619.0
1049,70,Ashburn,2014,179.0,1757.1,2360.3
1050,71,Auburn Gresham,2000,459.0,3314.1,3981.5
1051,71,Auburn Gresham,2001,496.0,3658.9,4365.1
1052,71,Auburn Gresham,2002,526.0,3961.5,4701.9
1053,71,Auburn Gresham,2003,550.0,4227.4,4998.4
1054,71,Auburn Gresham,2004,564.0,4421.6,5217.0
1055,71,Auburn Gresham,2005,572.0,4573.1,5389.5
1056,71,Auburn Gresham,2006,594.0,4849.8,5698.0
1057,71,Auburn Gresham,2007,628.0,5242.1,6131.7
1058,71,Auburn Gresham,2008,620.0,5277.6,6179.4
1059,71,Auburn Gresham,2009,607.0,5269.4,6180.2
1060,71,Auburn Gresham,2010,637.0,5658.6,6611.4
1061,71,Auburn Gresham,2011,711.0,6344.4,7351.0
1062,71,Auburn Gresham,2012,666.0,5927.1,6901.5
1063,71,Auburn Gresham,2013,581.0,5140.7,6050.7
1064,71,Auburn Gresham,2014,608.0,5390.2,6321.2
1065,72,Beverly,2000,32.0,486.2,1003.4
1066,72,Beverly,2001,36.0,571.7,1130.1
1067,72,Beverly,2002,44.0,740.4,1368.0
1068,72,Beverly,2003,50.0,878.2,1559.9
1069,72,Beverly,2004,36.0,609.9,1205.6
1070,72,Beverly,2005,55.0,1025.1,1771.1
1071,72,Beverly,2006,56.0,1071.2,1841.5
1072,72,Beverly,2007,48.0,917.6,1650.0
1073,72,Beverly,2008,41.0,781.5,1477.3
1074,72,Beverly,2009,42.0,824.1,1545.7
1075,72,Beverly,2010,56.0,1181.3,2030.7
1076,72,Beverly,2011,55.0,1157.1,1999.2
1077,72,Beverly,2012,53.0,1108.6,1935.9
1078,72,Beverly,2013,38.0,751.0,1456.6
1079,72,Beverly,2014,42.0,845.3,1585.4
1080,73,Washington Heights,2000,203.0,2842.6,3749.4
1081,73,Washington Heights,2001,214.0,3058.7,4005.1
1082,73,Washington Heights,2002,219.0,3188.4,4161.8
1083,73,Washington Heights,2003,226.0,3353.9,4359.5
1084,73,Washington Heights,2004,213.0,3201.3,4194.5
1085,73,Washington Heights,2005,237.0,3654.2,4720.4
1086,73,Washington Heights,2006,248.0,3905.3,5015.5
1087,73,Washington Heights,2007,277.0,4475.8,5670.8
1088,73,Washington Heights,2008,271.0,4453.1,5656.9
1089,73,Washington Heights,2009,277.0,4645.1,5885.3
1090,73,Washington Heights,2010,264.0,4498.2,5732.4
1091,73,Washington Heights,2011,269.0,4589.3,5835.1
1092,73,Washington Heights,2012,304.0,5228.1,6552.5
1093,73,Washington Heights,2013,284.0,4862.8,6142.8
1094,73,Washington Heights,2014,271.0,4625.7,5876.1
1095,74,Mount Greenwood,2000,5.0,40.1,288.2
1096,74,Mount Greenwood,2001,10.0,118.5,454.6
1097,74,Mount Greenwood,2002,10.0,118.5,454.6
1098,74,Mount Greenwood,2003,16.0,226.1,642.4
1099,74,Mount Greenwood,2004,11.0,135.8,486.9
1100,74,Mount Greenwood,2005,8.0,85.4,389.9
1101,74,Mount Greenwood,2006,20.0,302.4,764.5
1102,74,Mount Greenwood,2007,7.0,69.7,357.1
1103,74,Mount Greenwood,2008,12.0,153.6,519.1
1104,74,Mount Greenwood,2009,26.0,420.7,943.6
1105,74,Mount Greenwood,2010,15.0,208.0,613.1
1106,74,Mount Greenwood,2011,29.0,481.2,1031.9
1107,74,Mount Greenwood,2012,24.0,381.0,884.7
1108,74,Mount Greenwood,2013,18.0,264.3,704.9
1109,74,Mount Greenwood,2014,32.0,542.3,1119.3
1110,75,Morgan Park,2000,123.0,1880.4,2687.8
1111,75,Morgan Park,2001,91.0,1386.6,2114.5
1112,75,Morgan Park,2002,109.0,1708.5,2498.3
1113,75,Morgan Park,2003,148.0,2443.5,3382.1
1114,75,Morgan Park,2004,158.0,2678.0,3667.4
1115,75,Morgan Park,2005,143.0,2450.5,3411.3
1116,75,Morgan Park,2006,165.0,2927.1,3981.1
1117,75,Morgan Park,2007,158.0,2852.1,3905.9
1118,75,Morgan Park,2008,157.0,2894.9,3968.5
1119,75,Morgan Park,2009,153.0,2878.5,3962.5
1120,75,Morgan Park,2010,151.0,2902.9,4004.7
1121,75,Morgan Park,2011,164.0,3177.0,4325.2
1122,75,Morgan Park,2012,160.0,3092.6,4226.8
1123,75,Morgan Park,2013,156.0,3008.3,4128.1
1124,75,Morgan Park,2014,138.0,2629.8,3683.2
1125,76,O'Hare,2000,10.0,164.4,630.4
1126,76,O'Hare,2001,11.0,188.7,676.3
1127,76,O'Hare,2002,,,
1128,76,O'Hare,2003,6.0,76.0,450.8
1129,76,O'Hare,2004,5.0,56.2,403.7
1130,76,O'Hare,2005,6.0,76.4,452.9
1131,76,O'Hare,2006,11.0,190.9,684.4
1132,76,O'Hare,2007,13.0,241.3,774.8
1133,76,O'Hare,2008,17.0,345.9,950.7
1134,76,O'Hare,2009,6.0,77.1,457.3
1135,76,O'Hare,2010,9.0,144.4,599.7
1136,76,O'Hare,2011,12.0,217.6,735.8
1137,76,O'Hare,2012,19.0,401.5,1041.4
1138,76,O'Hare,2013,12.0,217.6,735.8
1139,76,O'Hare,2014,18.0,374.4,998.5
1140,77,Edgewater,2000,106.0,545.5,802.1
1141,77,Edgewater,2001,102.0,527.8,782.0
1142,77,Edgewater,2002,107.0,562.6,825.6
1143,77,Edgewater,2003,97.0,515.5,775.5
1144,77,Edgewater,2004,75.0,390.7,622.6
1145,77,Edgewater,2005,83.0,442.4,688.5
1146,77,Edgewater,2006,77.0,411.0,650.9
1147,77,Edgewater,2007,59.0,307.0,520.2
1148,77,Edgewater,2008,89.0,493.9,756.8
1149,77,Edgewater,2009,85.0,474.3,734.2
1150,77,Edgewater,2010,99.0,568.4,851.5
1151,77,Edgewater,2011,130.0,760.4,1076.2
1152,77,Edgewater,2012,101.0,574.3,852.7
1153,77,Edgewater,2013,99.0,568.4,851.5
1154,77,Edgewater,2014,90.0,511.3,781.5
1155,99,Unknown,2000,15.0,0.0,0.0
1156,99,Unknown,2001,197.0,0.0,0.0
1157,99,Unknown,2002,129.0,0.0,0.0
1158,99,Unknown,2003,18.0,0.0,0.0
1159,99,Unknown,2004,1483.0,0.0,0.0
1160,99,Unknown,2005,1224.0,0.0,0.0
1161,99,Unknown,2006,888.0,0.0,0.0
1162,99,Unknown,2007,5.0,0.0,0.0
1163,99,Unknown,2008,2352.0,0.0,0.0
1164,99,Unknown,2009,3240.0,0.0,0.0
1165,99,Unknown,2010,2293.0,0.0,0.0
1166,99,Unknown,2011,1381.0,0.0,0.0
1167,99,Unknown,2012,5.0,,
1168,99,Unknown,2013,35.0,,
1169,99,Unknown,2014,27.0,,
1170,88,Chicago,2000,13112.0,1837.1,1901.1
1171,88,Chicago,2001,14176.0,2000.9,2067.9
1172,88,Chicago,2002,13750.0,1953.6,2020.0
1173,88,Chicago,2003,14684.0,2101.7,2170.9
1174,88,Chicago,2004,15915.0,2295.2,2367.6
1175,88,Chicago,2005,16152.0,2345.8,2419.2
1176,88,Chicago,2006,16683.0,2440.5,2515.7
1177,88,Chicago,2007,15400.0,2267.3,2340.1
1178,88,Chicago,2008,17721.0,2630.4,2709.0
1179,88,Chicago,2009,18921.0,2830.0,2911.8
1180,88,Chicago,2010,17590.0,2648.5,2727.9
1181,88,Chicago,2011,18691.0,2815.4,2897.4
1182,88,Chicago,2012,17851.0,2688.1,2768.1
1183,88,Chicago,2013,16040.0,2413.4,2489.2
1184,88,Chicago,2014,16446.0,2474.9,2551.7
