,Community Area,Community Area Name,Year,Male 15-44,Incidence Rate Lower CI,Incidence Rate Upper CI
782,53,West Pullman,2002,183.0,2339.8,3132.6
783,53,West Pullman,2003,156.0,2013.8,2763.4
784,53,West Pullman,2004,147.0,1933.1,2678.7
785,53,West Pullman,2005,149.0,2011.2,2780.6
786,53,West Pullman,2006,150.0,2078.1,2869.9
787,53,West Pullman,2007,162.0,2320.2,3164.8
788,53,West Pullman,2008,159.0,2335.4,3195.0
789,53,West Pullman,2009,63.0,865.4,1440.9
790,53,West Pullman,2010,72.0,1036.0,1667.4
791,53,West Pullman,2011,91.0,1347.3,2054.6
792,53,West Pullman,2012,84.0,1232.1,1912.4
793,53,West Pullman,2013,62.0,874.1,1461.6
794,53,West Pullman,2014,60.0,841.9,1420.2
795,54,Riverdale,2000,50.0,2249.1,3995.1
796,54,Riverdale,2001,22.0,866.0,2092.2
797,54,Riverdale,2002,47.0,2249.8,4071.7
798,54,Riverdale,2003,43.0,2106.9,3921.5
799,54,Riverdale,2004,48.0,2494.1,4485.0
800,54,Riverdale,2005,24.0,1129.0,2621.9
801,54,Riverdale,2006,25.0,1240.7,2830.2
802,54,Riverdale,2007,19.0,918.1,2381.3
803,54,Riverdale,2008,14.0,644.3,1977.3
804,54,Riverdale,2009,5.0,143.5,1031.7
805,54,Riverdale,2010,11.0,511.8,1834.4
806,54,Riverdale,2011,15.0,782.4,2305.6
807,54,Riverdale,2012,13.0,645.1,2071.9
808,54,Riverdale,2013,20.0,1138.5,2878.6
809,54,Riverdale,2014,8.0,321.9,1469.1
810,55,Hegewisch,2000,,,
811,55,Hegewisch,2001,,,
812,55,Hegewisch,2002,,,
813,55,Hegewisch,2003,,,
814,55,Hegewisch,2004,,,
815,55,Hegewisch,2005,,,
816,55,Hegewisch,2006,,,
817,55,Hegewisch,2007,,,
818,55,Hegewisch,2008,,,
819,55,Hegewisch,2009,0.0,0.0,0.0
820,55,Hegewisch,2010,,,
821,55,Hegewisch,2011,,,
822,55,Hegewisch,2012,,,
823,55,Hegewisch,2013,5.0,87.9,631.7
824,55,Hegewisch,2014,,,
825,56,Garfield Ridge,2000,14.0,106.4,326.7
826,56,Garfield Ridge,2001,18.0,149.0,397.3
827,56,Garfield Ridge,2002,17.0,138.9,381.9
828,56,Garfield Ridge,2003,21.0,183.2,452.3
829,56,Garfield Ridge,2004,12.0,87.8,296.8
830,56,Garfield Ridge,2005,13.0,98.4,316.0
831,56,Garfield Ridge,2006,13.0,98.9,317.6
832,56,Garfield Ridge,2007,16.0,131.2,372.7
833,56,Garfield Ridge,2008,14.0,110.3,338.6
834,56,Garfield Ridge,2009,8.0,50.0,228.2
835,56,Garfield Ridge,2010,9.0,59.9,248.5
836,56,Garfield Ridge,2011,7.0,40.9,209.7
837,56,Garfield Ridge,2012,11.0,79.9,286.3
838,56,Garfield Ridge,2013,9.0,59.9,248.5
839,56,Garfield Ridge,2014,7.0,40.9,209.7
840,57,Archer Heights,2000,,,
841,57,Archer Heights,2001,,,
842,57,Archer Heights,2002,,,
843,57,Archer Heights,2003,0.0,0.0,0.0
844,57,Archer Heights,2004,,,
845,57,Archer Heights,2005,,,
846,57,Archer Heights,2006,,,
847,57,Archer Heights,2007,,,
848,57,Archer Heights,2008,,,
849,57,Archer Heights,2009,0.0,0.0,0.0
850,57,Archer Heights,2010,,,
851,57,Archer Heights,2011,0.0,0.0,0.0
852,57,Archer Heights,2012,,,
853,57,Archer Heights,2013,,,
854,57,Archer Heights,2014,5.0,49.4,354.7
855,58,Brighton Park,2000,9.0,34.4,142.9
856,58,Brighton Park,2001,11.0,46.2,165.5
857,58,Brighton Park,2002,16.0,77.3,219.6
858,58,Brighton Park,2003,7.0,23.9,122.4
859,58,Brighton Park,2004,9.0,35.1,145.8
860,58,Brighton Park,2005,11.0,47.1,168.7
861,58,Brighton Park,2006,5.0,14.0,100.6
862,58,Brighton Park,2007,7.0,24.4,124.9
863,58,Brighton Park,2008,,,
864,58,Brighton Park,2009,8.0,30.2,137.9
865,58,Brighton Park,2010,5.0,14.3,102.4
866,58,Brighton Park,2011,6.0,19.3,114.7
867,58,Brighton Park,2012,13.0,60.9,195.5
868,58,Brighton Park,2013,9.0,36.2,150.2
869,58,Brighton Park,2014,12.0,54.5,184.3
870,59,McKinley Park,2000,,,
871,59,McKinley Park,2001,,,
872,59,McKinley Park,2002,6.0,56.4,334.3
873,59,McKinley Park,2003,5.0,41.9,301.0
874,59,McKinley Park,2004,,,
875,59,McKinley Park,2005,,,
876,59,McKinley Park,2006,,,
877,59,McKinley Park,2007,,,
878,59,McKinley Park,2008,,,
879,59,McKinley Park,2009,,,
880,59,McKinley Park,2010,,,
881,59,McKinley Park,2011,,,
882,59,McKinley Park,2012,,,
883,59,McKinley Park,2013,,,
884,59,McKinley Park,2014,,,
885,60,Bridgeport,2000,,,
886,60,Bridgeport,2001,9.0,49.8,206.7
887,60,Bridgeport,2002,14.0,93.3,286.4
888,60,Bridgeport,2003,7.0,34.6,177.2
889,60,Bridgeport,2004,,,
890,60,Bridgeport,2005,,,
891,60,Bridgeport,2006,,,
892,60,Bridgeport,2007,9.0,52.2,216.6
893,60,Bridgeport,2008,8.0,44.1,201.4
894,60,Bridgeport,2009,,,
895,60,Bridgeport,2010,,,
896,60,Bridgeport,2011,5.0,21.1,151.7
897,60,Bridgeport,2012,7.0,36.5,187.3
898,60,Bridgeport,2013,9.0,53.5,221.9
899,60,Bridgeport,2014,7.0,36.5,187.3
900,61,New City,2000,157.0,1029.8,1411.6
901,61,New City,2001,171.0,1152.8,1559.4
902,61,New City,2002,163.0,1116.4,1521.4
903,61,New City,2003,108.0,723.8,1060.2
904,61,New City,2004,102.0,693.3,1027.3
905,61,New City,2005,79.0,538.9,848.4
906,61,New City,2006,104.0,740.0,1092.0
907,61,New City,2007,69.0,483.6,786.5
908,61,New City,2008,76.0,551.8,876.5
909,61,New City,2009,63.0,456.7,760.4
910,61,New City,2010,64.0,476.2,789.7
911,61,New City,2011,60.0,442.4,746.2
912,61,New City,2012,71.0,535.8,865.3
913,61,New City,2013,67.0,501.7,822.0
914,61,New City,2014,34.0,227.5,459.0
915,62,West Elsdon,2000,,,
916,62,West Elsdon,2001,,,
917,62,West Elsdon,2002,5.0,42.8,307.8
918,62,West Elsdon,2003,0.0,0.0,0.0
919,62,West Elsdon,2004,,,
920,62,West Elsdon,2005,,,
921,62,West Elsdon,2006,,,
922,62,West Elsdon,2007,0.0,0.0,0.0
923,62,West Elsdon,2008,,,
924,62,West Elsdon,2009,,,
925,62,West Elsdon,2010,,,
926,62,West Elsdon,2011,5.0,37.6,270.5
927,62,West Elsdon,2012,,,
928,62,West Elsdon,2013,5.0,37.6,270.5
929,62,West Elsdon,2014,,,
930,63,Gage Park,2000,22.0,135.3,326.9
931,63,Gage Park,2001,30.0,198.9,420.8
932,63,Gage Park,2002,21.0,127.9,315.8
933,63,Gage Park,2003,17.0,97.6,268.2
934,63,Gage Park,2004,13.0,68.3,219.4
935,63,Gage Park,2005,24.0,151.9,352.8
936,63,Gage Park,2006,20.0,120.8,305.5
937,63,Gage Park,2007,19.0,113.3,293.9
938,63,Gage Park,2008,21.0,128.9,318.4
939,63,Gage Park,2009,5.0,16.1,116.0
940,63,Gage Park,2010,9.0,40.9,169.9
941,63,Gage Park,2011,15.0,83.5,246.1
942,63,Gage Park,2012,19.0,113.7,295.0
943,63,Gage Park,2013,18.0,106.1,282.9
944,63,Gage Park,2014,15.0,83.5,246.1
945,64,Clearing,2000,,,
946,64,Clearing,2001,,,
947,64,Clearing,2002,,,
948,64,Clearing,2003,5.0,32.6,234.1
949,64,Clearing,2004,,,
950,64,Clearing,2005,,,
951,64,Clearing,2006,,,
952,64,Clearing,2007,,,
953,64,Clearing,2008,,,
954,64,Clearing,2009,6.0,44.4,263.6
955,64,Clearing,2010,,,
956,64,Clearing,2011,,,
957,64,Clearing,2012,,,
958,64,Clearing,2013,,,
959,64,Clearing,2014,5.0,32.8,235.7
960,65,West Lawn,2000,5.0,24.6,177.1
961,65,West Lawn,2001,7.0,41.8,214.3
962,65,West Lawn,2002,12.0,90.2,304.8
963,65,West Lawn,2003,5.0,23.1,166.2
964,65,West Lawn,2004,,,
965,65,West Lawn,2005,8.0,47.3,215.8
966,65,West Lawn,2006,6.0,29.5,175.2
967,65,West Lawn,2007,9.0,54.2,224.9
968,65,West Lawn,2008,12.0,80.1,270.8
969,65,West Lawn,2009,7.0,35.7,183.0
970,65,West Lawn,2010,9.0,51.3,212.8
971,65,West Lawn,2011,7.0,35.1,179.7
972,65,West Lawn,2012,10.0,59.7,229.0
973,65,West Lawn,2013,9.0,51.3,212.8
974,65,West Lawn,2014,9.0,51.3,212.8
975,66,Chicago Lawn,2000,186.0,1134.1,1514.7
976,66,Chicago Lawn,2001,219.0,1368.7,1786.7
977,66,Chicago Lawn,2002,180.0,1120.4,1503.8
978,66,Chicago Lawn,2003,173.0,1086.1,1466.5
979,66,Chicago Lawn,2004,117.0,715.4,1032.0
980,66,Chicago Lawn,2005,165.0,1056.9,1437.5
981,66,Chicago Lawn,2006,172.0,1119.6,1513.0
982,66,Chicago Lawn,2007,177.0,1169.6,1573.8
983,66,Chicago Lawn,2008,143.0,938.4,1306.4
984,66,Chicago Lawn,2009,96.0,618.2,932.0
985,66,Chicago Lawn,2010,105.0,684.0,1007.6
986,66,Chicago Lawn,2011,144.0,970.4,1349.4
987,66,Chicago Lawn,2012,145.0,977.8,1358.0
988,66,Chicago Lawn,2013,114.0,749.6,1086.8
989,66,Chicago Lawn,2014,84.0,539.7,837.7
990,67,West Englewood,2000,348.0,3548.0,4381.0
991,67,West Englewood,2001,313.0,3242.3,4050.3
992,67,West Englewood,2002,349.0,3723.7,4596.7
993,67,West Englewood,2003,276.0,2970.6,3765.2
994,67,West Englewood,2004,193.0,2071.9,2752.5
995,67,West Englewood,2005,200.0,2206.8,2916.8
996,67,West Englewood,2006,218.0,2483.7,3244.1
997,67,West Englewood,2007,191.0,2209.6,2940.0
998,67,West Englewood,2008,204.0,2436.4,3211.4
999,67,West Englewood,2009,106.0,1220.9,1795.1
1000,67,West Englewood,2010,122.0,1468.2,2101.6
1001,67,West Englewood,2011,174.0,2167.4,2924.0
1002,67,West Englewood,2012,179.0,2235.2,3002.6
1003,67,West Englewood,2013,141.0,1722.4,2403.4
1004,67,West Englewood,2014,102.0,1202.7,1781.9
1005,68,Englewood,2000,360.0,4424.5,5443.9
1006,68,Englewood,2001,339.0,4253.2,5266.6
1007,68,Englewood,2002,267.0,3382.4,4304.4
1008,68,Englewood,2003,266.0,3455.4,4399.4
1009,68,Englewood,2004,187.0,2428.0,3240.4
1010,68,Englewood,2005,193.0,2580.5,3428.3
1011,68,Englewood,2006,181.0,2474.1,3317.9
1012,68,Englewood,2007,191.0,2698.1,3589.9
1013,68,Englewood,2008,179.0,2589.0,3477.8
1014,68,Englewood,2009,101.0,1419.9,2107.9
1015,68,Englewood,2010,118.0,1741.9,2508.9
1016,68,Englewood,2011,129.0,1922.5,2724.5
1017,68,Englewood,2012,155.0,2352.3,3231.3
1018,68,Englewood,2013,113.0,1660.0,2410.6
1019,68,Englewood,2014,77.0,1094.5,1733.4
1020,69,Greater Grand Crossing,2000,205.0,2639.6,3477.0
1021,69,Greater Grand Crossing,2001,179.0,2319.1,3115.1
1022,69,Greater Grand Crossing,2002,189.0,2503.5,3336.1
1023,69,Greater Grand Crossing,2003,155.0,2053.8,2821.2
1024,69,Greater Grand Crossing,2004,129.0,1709.5,2422.5
1025,69,Greater Grand Crossing,2005,138.0,1875.9,2627.3
1026,69,Greater Grand Crossing,2006,152.0,2125.6,2929.2
1027,69,Greater Grand Crossing,2007,136.0,1918.0,2693.0
1028,69,Greater Grand Crossing,2008,144.0,2082.6,2895.8
1029,69,Greater Grand Crossing,2009,96.0,1371.4,2067.6
1030,69,Greater Grand Crossing,2010,84.0,1206.2,1872.2
1031,69,Greater Grand Crossing,2011,113.0,1659.1,2409.3
1032,69,Greater Grand Crossing,2012,130.0,1937.9,2742.5
1033,69,Greater Grand Crossing,2013,101.0,1463.6,2172.8
1034,69,Greater Grand Crossing,2014,95.0,1383.7,2090.6
1035,70,Ashburn,2000,43.0,374.2,696.5
1036,70,Ashburn,2001,58.0,529.7,901.8
1037,70,Ashburn,2002,48.0,425.8,765.7
1038,70,Ashburn,2003,59.0,540.6,916.0
1039,70,Ashburn,2004,51.0,457.1,807.2
1040,70,Ashburn,2005,38.0,323.8,628.1
1041,70,Ashburn,2006,56.0,509.5,875.9
1042,70,Ashburn,2007,64.0,593.8,984.7
1043,70,Ashburn,2008,44.0,385.2,711.8
1044,70,Ashburn,2009,36.0,304.0,600.8
1045,70,Ashburn,2010,31.0,254.0,530.6
1046,70,Ashburn,2011,50.0,447.5,794.9
1047,70,Ashburn,2012,37.0,314.2,615.0
1048,70,Ashburn,2013,47.0,416.4,753.6
1049,70,Ashburn,2014,42.0,365.0,684.6
1050,71,Auburn Gresham,2000,329.0,2903.1,3606.5
1051,71,Auburn Gresham,2001,289.0,2576.6,3248.2
1052,71,Auburn Gresham,2002,335.0,3072.1,3808.9
1053,71,Auburn Gresham,2003,223.0,2028.2,2641.0
1054,71,Auburn Gresham,2004,197.0,1809.4,2396.8
1055,71,Auburn Gresham,2005,205.0,1927.0,2538.2
1056,71,Auburn Gresham,2006,197.0,1884.1,2495.7
1057,71,Auburn Gresham,2007,210.0,2061.0,2705.8
1058,71,Auburn Gresham,2008,183.0,1814.1,2428.9
1059,71,Auburn Gresham,2009,94.0,900.0,1362.9
1060,71,Auburn Gresham,2010,131.0,1315.1,1858.7
1061,71,Auburn Gresham,2011,164.0,1682.6,2290.8
1062,71,Auburn Gresham,2012,141.0,1426.2,1990.0
1063,71,Auburn Gresham,2013,130.0,1304.1,1845.5
1064,71,Auburn Gresham,2014,112.0,1105.5,1608.1
1065,72,Beverly,2000,34.0,568.5,1147.1
1066,72,Beverly,2001,28.0,457.2,994.5
1067,72,Beverly,2002,21.0,325.4,803.6
1068,72,Beverly,2003,20.0,311.5,787.5
1069,72,Beverly,2004,15.0,218.2,642.9
1070,72,Beverly,2005,11.0,145.5,521.4
1071,72,Beverly,2006,17.0,267.5,735.2
1072,72,Beverly,2007,8.0,95.2,434.5
1073,72,Beverly,2008,12.0,174.4,589.7
1074,72,Beverly,2009,13.0,198.9,638.7
1075,72,Beverly,2010,10.0,140.7,539.6
1076,72,Beverly,2011,16.0,268.4,762.4
1077,72,Beverly,2012,35.0,715.3,1428.3
1078,72,Beverly,2013,9.0,120.8,501.3
1079,72,Beverly,2014,10.0,140.7,539.6
1080,73,Washington Heights,2000,157.0,2492.8,3417.2
1081,73,Washington Heights,2001,117.0,1834.9,2647.1
1082,73,Washington Heights,2002,128.0,2063.3,2927.9
1083,73,Washington Heights,2003,118.0,1919.6,2764.8
1084,73,Washington Heights,2004,90.0,1463.3,2236.7
1085,73,Washington Heights,2005,87.0,1435.6,2210.8
1086,73,Washington Heights,2006,94.0,1595.2,2415.7
1087,73,Washington Heights,2007,107.0,1857.1,2725.3
1088,73,Washington Heights,2008,86.0,1502.2,2319.4
1089,73,Washington Heights,2009,43.0,693.5,1290.8
1090,73,Washington Heights,2010,46.0,766.2,1396.0
1091,73,Washington Heights,2011,56.0,962.5,1654.7
1092,73,Washington Heights,2012,77.0,1382.6,2189.7
1093,73,Washington Heights,2013,67.0,1181.5,1936.1
1094,73,Washington Heights,2014,54.0,923.0,1603.2
1095,74,Mount Greenwood,2000,,,
1096,74,Mount Greenwood,2001,,,
1097,74,Mount Greenwood,2002,,,
1098,74,Mount Greenwood,2003,,,
1099,74,Mount Greenwood,2004,,,
1100,74,Mount Greenwood,2005,,,
1101,74,Mount Greenwood,2006,,,
1102,74,Mount Greenwood,2007,,,
1103,74,Mount Greenwood,2008,,,
1104,74,Mount Greenwood,2009,,,
1105,74,Mount Greenwood,2010,0.0,0.0,0.0
1106,74,Mount Greenwood,2011,,,
1107,74,Mount Greenwood,2012,,,
1108,74,Mount Greenwood,2013,,,
1109,74,Mount Greenwood,2014,,,
1110,75,Morgan Park,2000,74.0,1200.5,1919.4
1111,75,Morgan Park,2001,58.0,927.8,1579.5
1112,75,Morgan Park,2002,63.0,1040.0,1731.6
1113,75,Morgan Park,2003,63.0,1061.2,1766.9
1114,75,Morgan Park,2004,45.0,734.4,1347.3
1115,75,Morgan Park,2005,44.0,730.5,1349.6
1116,75,Morgan Park,2006,51.0,886.4,1565.3
1117,75,Morgan Park,2007,48.0,844.5,1518.5
1118,75,Morgan Park,2008,56.0,1032.2,1774.5
1119,75,Morgan Park,2009,22.0,344.2,831.5
1120,75,Morgan Park,2010,24.0,393.0,912.5
1121,75,Morgan Park,2011,29.0,496.3,1064.3
1122,75,Morgan Park,2012,32.0,559.4,1154.5
1123,75,Morgan Park,2013,40.0,730.3,1392.0
1124,75,Morgan Park,2014,27.0,454.7,1003.9
1125,76,O'Hare,2000,,,
1126,76,O'Hare,2001,,,
1127,76,O'Hare,2002,,,
1128,76,O'Hare,2003,,,
1129,76,O'Hare,2004,5.0,51.9,372.7
1130,76,O'Hare,2005,,,
1131,76,O'Hare,2006,,,
1132,76,O'Hare,2007,0.0,0.0,0.0
1133,76,O'Hare,2008,,,
1134,76,O'Hare,2009,,,
1135,76,O'Hare,2010,0.0,0.0,0.0
1136,76,O'Hare,2011,0.0,0.0,0.0
1137,76,O'Hare,2012,,,
1138,76,O'Hare,2013,0.0,0.0,0.0
1139,76,O'Hare,2014,,,
1140,77,Edgewater,2000,101.0,450.2,668.4
1141,77,Edgewater,2001,72.0,316.2,508.9
1142,77,Edgewater,2002,79.0,355.8,560.1
1143,77,Edgewater,2003,78.0,355.5,561.4
1144,77,Edgewater,2004,68.0,308.8,504.1
1145,77,Edgewater,2005,68.0,313.1,511.2
1146,77,Edgewater,2006,80.0,381.6,598.9
1147,77,Edgewater,2007,63.0,295.5,491.9
1148,77,Edgewater,2008,59.0,278.2,471.3
1149,77,Edgewater,2009,52.0,244.1,428.6
1150,77,Edgewater,2010,58.0,281.0,478.4
1151,77,Edgewater,2011,67.0,331.3,542.9
1152,77,Edgewater,2012,102.0,524.6,777.2
1153,77,Edgewater,2013,105.0,541.8,798.2
1154,77,Edgewater,2014,160.0,862.8,1179.2
1155,99,Unknown,2000,5.0,0.0,0.0
1156,99,Unknown,2001,126.0,0.0,0.0
1157,99,Unknown,2002,85.0,0.0,0.0
1158,99,Unknown,2003,4.0,0.0,0.0
1159,99,Unknown,2004,448.0,0.0,0.0
1160,99,Unknown,2005,334.0,0.0,0.0
1161,99,Unknown,2006,317.0,0.0,0.0
1162,99,Unknown,2007,1.0,0.0,0.0
1163,99,Unknown,2008,935.0,0.0,0.0
1164,99,Unknown,2009,2140.0,0.0,0.0
1165,99,Unknown,2010,730.0,0.0,0.0
1166,99,Unknown,2011,399.0,0.0,0.0
1167,99,Unknown,2012,1.0,,
1168,99,Unknown,2013,10.0,,
1169,99,Unknown,2014,4.0,,
1170,88,Chicago,2000,6665.0,922.5,967.9
1171,88,Chicago,2001,6323.0,882.0,926.6
1172,88,Chicago,2002,6071.0,853.8,897.8
1173,88,Chicago,2003,5070.0,717.5,758.1
1174,88,Chicago,2004,4622.0,658.9,698.1
1175,88,Chicago,2005,4385.0,630.2,668.6
1176,88,Chicago,2006,4472.0,648.6,687.8
1177,88,Chicago,2007,4024.0,588.0,625.4
1178,88,Chicago,2008,4788.0,707.9,749.1
1179,88,Chicago,2009,4683.0,698.4,739.6
1180,88,Chicago,2010,3363.0,503.6,538.8
1181,88,Chicago,2011,3863.0,579.7,617.5
1182,88,Chicago,2012,4130.0,620.5,659.5
1183,88,Chicago,2013,3681.0,552.0,588.8
1184,88,Chicago,2014,3390.0,507.6,543.0
